drugtest,age,educate,fulltime,gender,race,married,income,south,sales,construc,othwork,mjuser
no testing program,42,17,yes,female,white,not married,low,no,no,no,other occupation,no
no testing program,31,13,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,50,15,no,male,non-white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,23,12,yes,male,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,26,14,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,29,14,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,24,12,yes,male,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,57,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,37,16,yes,male,white,married,medium or high,no,no,no,other occupation,yes
no testing program,19,12,no,male,white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,47,14,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,29,14,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,27,14,yes,female,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,31,16,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,25,14,yes,male,white,married,medium or high,no,yes,no,construction or sales,no
preemployment testing program,30,17,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,23,15,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,20,10,no,male,non-white,not married,low,no,no,no,other occupation,no
no testing program,19,16,no,male,white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,31,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,20,13,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,37,13,no,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,female,white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,29,16,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,26,10,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,23,11,no,female,non-white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,34,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,32,12,yes,female,non-white,not married,low,no,no,no,other occupation,no
no testing program,21,11,yes,female,non-white,not married,low,no,no,no,other occupation,no
no testing program,28,15,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,43,11,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,30,16,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,47,14,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,58,12,yes,male,white,married,medium or high,no,no,yes,construction or sales,no
no testing program,37,12,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,33,13,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,female,white,not married,medium or high,no,yes,no,construction or sales,no
preemployment & random testing program,30,12,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,28,11,no,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,47,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,34,16,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,40,16,yes,male,white,not married,medium or high,no,yes,no,construction or sales,yes
no testing program,32,16,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,27,15,yes,male,white,not married,medium or high,no,no,yes,construction or sales,no
random testing program,21,12,no,male,white,not married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,45,12,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,26,13,no,male,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,30,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,34,12,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,22,14,no,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,29,16,yes,male,white,married,medium or high,no,yes,no,construction or sales,no
no testing program,23,17,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,29,10,no,female,non-white,not married,low,no,no,no,other occupation,no
preemployment testing program,52,12,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,49,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,54,14,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,32,12,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,41,13,no,male,white,married,medium or high,no,yes,no,construction or sales,no
preemployment testing program,32,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,male,white,not married,medium or high,no,no,yes,construction or sales,no
preemployment & random testing program,39,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,14,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,57,16,yes,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,34,17,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,31,17,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,28,17,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,23,16,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,42,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,29,17,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,12,yes,female,white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,37,13,no,female,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,31,15,yes,female,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,34,8,yes,male,non-white,married,medium or high,no,no,yes,construction or sales,no
no testing program,23,16,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,27,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,35,12,no,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,37,14,no,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,30,16,yes,male,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,37,12,yes,male,white,married,medium or high,no,no,yes,construction or sales,no
no testing program,18,11,no,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,26,11,yes,female,white,married,medium or high,no,no,no,other occupation,no
